Объект;Планируемый адрес;Физический адрес;Юридический адрес;Контакты;Дата пуска;Дата закрытия;Ответственные;Статус;Инвентаризация;Последняя инвентаризация
POP KIE04000576;Київська обл., Вишгородський р-н, с. Гаврилiвка, Ленина ул., д.1;POP KIE04000576 Київська обл., Вишгородський р-н, с. Гаврилiвка, Ленина ул., д.1;;;13.06.2013;29.09.2016;Драмарецький С.А.;Закрыт;False;14.08.2013
POP KIE04000578;Киiвська обл., Киво-Cвятошинський р-н, с.Бiлогородка, вул.Шевченка, 18Б;POP KIE04000578 Киiвська обл., Киво-Cвятошинський р-н, с.Бiлогородка, вул.Шевченка, 18Б;;;07.05.2013;;Кучерявчук В.М.;Эксплуатация;False;11.08.2017
POP KIE04000582;м.Київ Днiпровський р-н вул.Алма-Атинська 2/1 ВАТ  Київська фабрика технiчних паперiв .;POP KIE04000582 м.Київ Днiпровський р-н вул.Алма-Атинська 2/1 ВАТ  Київська фабрика технiчних паперiв .;;;10.07.2013;;Дугнист Ю.І.;Эксплуатация;False;27.07.2018
POP KIE04000590;м. Київ, вул. Попудренка, 54;POP KIE04000590 м. Київ, вул. Попудренка, 54;;;13.06.2013;;Дугнист Ю.І.;Эксплуатация;False;16.08.2013
POP KIE040027;м.Київ, вул. Курен?вська, буд. 21А;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE04002911;м. Київ, вул. Шумського Юрія, 4А, ТКД MDU_KIE00081_2034_1;;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000008;Київ м. (м.Київ), Казимира Малевича вул., буд. 87, ( );;;;08.05.2018;;Кучерявчук В.М.;Эксплуатация;False;08.05.2018
POP KIE0401000011;Пов?трофлотський просп., буд. 77;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;30.12.2016
POP KIE0401000015;Київ, Героїв Космосу вул., буд. 4,;;;;;;;Строящийся;False;
POP KIE0401000016;Київ м., Довнар-Запольського вул., буд. 5;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;28.10.2015
POP KIE0401000018;Київ м. (м.Київ), Ділова вул., буд. 5;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000019;м. Київ м., Дегтярівська вул., буд. 62, офіс ТОВ АКТИВА КОНСАЛТИНГ;;;;;;;Строящийся;False;
POP KIE0401000020;Київ м. (м.Київ), Промислова вул., буд. 1;;;;05.04.2016;;Драмарецький С.А.;Эксплуатация;False;31.03.2017
POP KIE0401000024;Київ м., Саперно-Слобідський проїзд, буд. 3;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000025;м. Київ, вул.Здолбунівська, 7д, Гарант-Ассістанс;;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000027;м. Київ, Українки Лесі бульв., буд. 30Б;;;;16.06.2017;;Кучерявчук В.М.;Эксплуатация;False;16.06.2017
POP KIE0401000029;Велика Васильк?вська, 1-3;;;;23.04.2015;12.09.2016;Драмарецький С.А.;Закрыт;False;30.06.2015
POP KIE0401000034;(м.Київ), Обсерваторна вул., буд. 25;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;03.02.2017
POP KIE0401000037;Київ м. (м.Київ), Володимирська вул., буд. 49А;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;28.10.2015
POP KIE0401000038;м. Київ, Виборзька вул., буд. 103;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000042;Раскової Марини вул., буд. 11А, ( );;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000051;Київ м. , Московський просп., буд. 9,;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;23.05.2016
POP KIE0401000052;м.Київ, Полупанова вул., буд. 21;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;28.10.2015
POP KIE0401000053;м.Київ, Шимановського В. вул., буд. 2/1;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;23.05.2016
POP KIE0401000055;м. Київ, Автопаркова вул., буд. 7;;;;16.03.2017;;Колесник В.А.;Эксплуатация;False;30.06.2017
POP KIE0401000058;м. Київ, Верхній Вал вул., буд. 68, (Амік);;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;23.05.2016
POP KIE0401000059;м. Київ, вул. Сосніних Сім ї, 3, ФОП ПИРОГОВ;;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000062;м. Київ, Перова бульв., 36, ТОВ Культурний центр Москва;;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000069;Солом ` янська вул., буд. 5;;;;23.04.2015;;Драмарецький С.А.;Эксплуатация;False;23.09.2015
POP KIE0401000073;м.Київ), Куренівська вул., буд. 18, ( 1 пов.);;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;23.05.2016
POP KIE0401000075;Оболонський просп., буд. 20;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;28.10.2015
POP KIE0401000076;м.Київ, вул. Щербаківського Данила, 45, офіс ПАТ КРЕДІ АГРІКОЛЬ БАНК;;;;;;;Строящийся;False;
POP KIE0401000079;м.Київ, вул. Фрунзе, 160, (корпус А, 2-й поверх);;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000080;Фрунзе вул., буд. 47;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000089;Хохлових С?м ` ї вул., буд. 11/2, ( на территории склада);;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;25.05.2016
POP KIE0401000091;Васильківська вул., буд. 14;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;28.10.2015
POP KIE0401000105;м. Київ, Степана Бандери просп., буд. 26В;;;;10.08.2017;;Кучерявчук В.М.;Эксплуатация;False;10.08.2017
POP KIE0401000110;Київ м. (м.Київ), Бажана Миколи просп., буд. 10А, ( );;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000115;Трутенка Онуфрія вул., буд. 10;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;30.03.2017
POP KIE0401000116;м. Київ, Ярославська вул., буд. 6;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000119;Ахматової Ганни вул., буд. 9/18,;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;28.10.2015
POP KIE0401000125;Київ м. (м.Київ), Червоноткацька вул., буд. 63, ( );;;;;;;Строящийся;False;
POP KIE0401000126;м. Київ, Заньковецької вул., буд. 5/2, (к. 1-й поверх);;;;;;;Строящийся;False;
POP KIE0401000127;Магнітогорська вул., буд. 1, ( );;;;05.04.2016;;Драмарецький С.А.;Эксплуатация;False;30.12.2016
POP KIE0401000131;м. Київ, Музейний пров., 4;;;;;;;Строящийся;False;
POP KIE0401000138;Київ м., Саксаганського вул., буд. 105;;;;;;;Строящийся;False;
POP KIE0401000139;Київ м. (м.Київ), Московський просп., буд. 23, (к. новостройка (продолжение существующего ТЦ Городок) );;;;10.08.2017;;Дугнист Ю.І.;Эксплуатация;False;10.08.2017
POP KIE0401000149;м.Київ, Воровського вул., буд. 33Б,;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;25.05.2016
POP KIE0401000150;м.Київ, Дмитрівська вул., буд. 44А, ЗАО Петер-Сервис, канал Вимпелком;;;;;;;Строящийся;False;
POP KIE0401000151;Київ м., Грінченка Миколи вул., буд. 4;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;30.03.2017
POP KIE0401000152;м. Київ, Каховська вул., буд. 64;;;;;;;Строящийся;False;
POP KIE0401000159;Київ м. (м.Київ), Окіпної Раїси вул., буд. 8А;;;;;;;Строящийся;False;
POP KIE0401000162;м. Київ, Польова вул., буд. 24Д;;;;08.05.2018;;Кучерявчук В.М.;Эксплуатация;False;08.05.2018
POP KIE0401000164;м. Київ, вул. Шмідта Отто, 31, офіс ТОВ ЕКО;;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000173;м.Київ, вул. Ярославів Вал, 26, 4, офіс ТОВ АРЄАЛ;;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000182;м. Київ, Госпітальна вул., буд. 4А;;;;10.08.2017;;Кучерявчук В.М.;Эксплуатация;False;10.08.2017
POP KIE0401000183;Московський пр-т, 5;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;03.02.2017
POP KIE0401000186;Коцюбинське смт, Пономарьова вул., буд. 7;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000192;м. Київ, Машинобудівна вул., буд. 44;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000195;м. Київ, вул. Новокостянтинівська, 13/10;;;;;;;Строящийся;False;
POP KIE0401000199;м.Київ, Перемоги просп., буд. 3;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;03.02.2017
POP KIE0401000202;Вишневе м. (Київська область, Києво-Святошинський район), Ломоносова вул., буд. 1;;;;20.04.2015;;Драмарецький С.А.;Эксплуатация;False;03.08.2016
POP KIE0401000217;Київ м., Велика Окружна вул., буд. 4;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;30.03.2017
POP KIE0401000224;м.Київ, Московський просп., буд. 34В,;;;;05.04.2016;;Драмарецький С.А.;Эксплуатация;False;30.12.2016
POP KIE0401000236;Київ, Генерала Ватутіна просп., буд. 2,;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000237;м.Київ, вул. Інститутська, буд. 22/7;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000238;Андр?ївська вул., буд. 4;;;;;;;Строящийся;False;
POP KIE0401000241;м. Київ, Крайня вул., буд. 1;;;;;;;Строящийся;False;
POP KIE0401000255;м.Київ, Здолбунівська вул., буд. 7Д;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000279;м.Київ, Шовковична вул., буд. 42-44, (к. 14 этаж (БЦ Horizon Office Tower));;;;28.10.2015;08.06.2018;Драмарецький С.А.;Закрыт;False;03.02.2017
POP KIE0401000280;м.Київ, вул.Гайдара, 50, офіс ВІЖН ТБ;;;;20.08.2018;;;Эксплуатация;False;20.08.2018
POP KIE0401000282;Київ м. (м.Київ), Перемоги просп., буд. 67;;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000283;Київ м. (м.Київ), Академіка Філатова вул., буд. 22/8, (к. 306 );;;;29.09.2017;;Коваленко В.В.;Эксплуатация;False;29.09.2017
POP KIE0401000322;м.Київ, Хмельницького Богдана вул., 17/52, оф.401а, ТОВ ВІЛЛЕРОЙ ЕНД БОХ УКРАЇНА;;;;;;;Строящийся;False;
POP KIE0401000334;Київська обл., м. Ірпінь, пл. Привокзальна, 3, офис ТОВ Бест;;;;;;;Строящийся;False;
POP KIE0401000339;м. Київ, шосе Харківське, 201/203, 10 эт, офіс АСОЦІАЦІЯ СВІТЛОТЕХНІКА;;;;26.01.2016;;Драмарецький С.А.;Эксплуатация;False;26.01.2016
POP KIE0401000342;м.Київ, Кржижановського Академ?ка вул., буд. 4;;;;28.10.2015;;Драмарецький С.А.;Эксплуатация;False;03.02.2017
POP KIE0401000343;м.Київ, вул. Новопирогівська, 58, офіс ТОВ АВТОМОБІЛЬНІ ІНТЕЛЕКТУАЛЬНІ ТЕХНОЛОГІЇ;;;;;;;Строящийся;False;
